Financial Year,Name,Address Line 1,Address Line 2,Suburb,State,Postcode,Lodged on behalf of,Associated Party,Total Receipts,Total Payments,Total Debts,Discretionary Benefits,Capital Contributions
2019-20,Transport Workers Union (WA Branch),PO Box 191,,WELSHPOOL DC,WA,6986,,Australian Labor Party (Western Australian Branch),4304382,4326065,66983,0,0
2019-20,Transport Workers Union of Australia - NSW Branch,PO Box 54,,MOUNT DRUITT,NSW,2770,,Australian Labor Party (ACT Branch),2409361,2420742,159737,0,0
2019-20,Transport Workers Union of Australia Queensland Branch,PO Box 452,,CANNON HILL,QLD,4170,,Australian Labor Party (State of Queensland),6339303,6511807,368243,0,0
2019-20,Transport Workers Union of Australia SA/NT Branch,PO Box 137,,WELLAND,SA,5007,,Australian Labor Party (South Australian Branch); Australian Labor Party (Northern Territory) Branch,3039253,3371166,74636,0,0
2019-20,Transport Workers Union of New South Wales,PO Box 54,,MINCHINBURY,NSW,2770,,Australian Labor Party (N.S.W. Branch),41932370,13254965,694609,0,0
2019-20,United Firefighters Union of Australia Qld Branch,410 Brunswick Street,,FITZROY,VIC,3065,,Australian Labor Party (State of Queensland),0,0,0,0,0
2019-20,United Firefighters Union of Australia Tasmania Branch,265 Macquarie St,,HOBART,TAS,7000,,Australian Labor Party (Tasmanian Branch),340539,325437,0,0,0
2019-20,United Firefighters Union of Australia VIC,410 Brunswick Street,,FITZROY,VIC,3065,,Australian Labor Party (Victorian Branch),7065691,6053469,260161,0,0
2019-20,United Firefighters Union of SA Inc,PO Box 289,,TORRENSVILLE PLAZA,SA,5031,,Australian Labor Party (South Australian Branch),1077618,1066088,109675,0,0
2019-20,Vapold Pty Ltd,Level 12,257 Collins Street,MELBOURNE,VIC,3000,,Liberal Party of Australia (Victorian Division),581688,4468076,21000,0,0
2019-20,Western Australian Prison Officers' Union of Workers,63 Railway Parade,,MT LAWLEY,WA,6050,,Australian Labor Party (Western Australian Branch),2891345,2866143,343035,0,0
2019-20,YLNP No. 1 Ltd (James Killen Foundation),235 Sandgate Road,,ALBION,QLD,4010,,Liberal National Party of Queensland,8343,5595,0,0,0
2018-19,1973 Foundation Pty Ltd,GPO Box 1319,,CANBERRA,ACT,2601,,Australian Labor Party (ACT Branch),1361652,1075228,866455,0,0
2018-19,ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust,141 Gilles Street,,ADELAIDE,SA,5000,,Australian Labor Party (South Australian Branch),62102,16370,1336074,0,0
2018-19,Altum Pty Ltd as Trustee for Altum Property Unit Trust,PO Box 940,,SPRING HILL,QLD,4004,,Liberal National Party of Queensland,4805320,853721,9782735,0,0
2018-19,Altum Pty Ltd as Trustee for the Altum Head Quarters Trust,PO Box 940,,SPRING HILL,QLD,4004,,Liberal National Party of Queensland,100,100,331989,0,0
2018-19,ASU - NSW Local Government Clerical Administrative Energy Airlines & Utilities Branch,"Level 7, 321 Pitt Street",,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),1029460,1182275,37702,0,0
2018-19,ASU Victorian Private Sector Branch,PO Box 447,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (Victorian Branch),2771297,2234977,91116,0,0
2018-19,Australasian Meat Industry Employees Union - Newcastle & Northern Branch,PO Box 2263,,DANGAR,NSW,2309,,Australian Labor Party (N.S.W. Branch),1442322,1408618,109909,0,0
2018-19,Australasian Meat Industry Employees' Union - NSW Branch,62 Prospect Street,,ROSEHILL,NSW,2142,AMIEU NSW Branch,Australian Labor Party (N.S.W. Branch),1317377,1726254,90484,0,0
2018-19,Australasian Meat Industry Employees' Union - QLD Branch,Level 1,39 Lytton Road,EAST BRISBANE,QLD,4169,,Australian Labor Party (State of Queensland),2089086,2222539,0,0,0
2018-19,Australasian Meat Industry Employees Union SA & WA Branch,227 Henley Beach Road,,TORRENSVILLE,SA,5031,Australasian Meat Industry Employees' Union South and Western Australia Branch,Australian Labor Party (South Australian Branch); Australian Labor Party (Western Australian Branch),908968,888952,113984,0,0
2018-19,Australasian Meat Industry Employees Union Victorian Branch,"Level 2, 62 Lygon Street",,CARLTON,VIC,3053,,Australian Labor Party (Victorian Branch),1476400,1611775,89585,0,0
2018-19,Australian Federated Union of Locomotive Employees,41 Peel Street,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (ALP),662043,204702,0,0,0
2018-19,Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch,PO Box 3272,,SOUTH BRISBANE,QLD,4101,Queensland Together Branch,Australian Labor Party (State of Queensland),15948869,16524784,536966,0,0
2018-19,"Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch",PO Box 3347,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),6671799,6847503,322828,0,0
2018-19,Australian Rail Tram & Bus Industry Union SA/NT,PO Box 195,,WOODVILLE,SA,5011,,Australian Labor Party (South Australian Branch),677482,621403,0,0,0
2018-19,"Australian Rail Tram & Bus Industry Union, Queensland Branch",Level 1,457 Upper Edward Street,BRISBANE,QLD,4000,"Australian Rail, Tram and Bus Industry Union, Queensland Branch",Australian Labor Party (State of Queensland),3768990,3644511,187171,0,0
2018-19,Australian Rail Tram & Bus Union (Victorian Branch),Level 2,365 Queen St,MELBOURNE,VIC,3000,,Australian Labor Party (Victorian Branch),6711522,4888754,640502,0,0
2018-19,Australian Rail Tram and Bus Industry Union New South Wales Branch,"Level 4, 321 Pitt Street",,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),8990588,7435591,346512,0,0
2018-19,Australian Rail Tram and Bus Industry Union Western Australian Branch,2/10 Nash Street,,PERTH,WA,6000,"Australian Rail, Tram and Bus Industry Union of Employees, West Australian Branch; Australian Rail, Tram and Bus Industry Union, West Australian PTA Branch",Australian Labor Party (Western Australian Branch),1388854,1251383,477557,0,0
2018-19,"Australian Rail,Tram & Bus Industry - TAS Branch",PO Box 682,,MOONAH,TAS,7009,,Australian Labor Party (Tasmanian Branch),168798,1244454,0,0,0
2018-19,Australian Services Union - Victorian & Tasmanian Authorities & Services Branch,PO Box 37,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch),13976722,14619115,136852,165000,0
2018-19,Australian Services Union of NSW & ACT (Services) Branch,PO Box 1865,,STRAWBERRY HILLS,NSW,2012,,Australian Labor Party (N.S.W. Branch); Australian Labor Party (ACT Branch),6876050,6125061,239622,0,0
2018-19,Australian Services Union SA - NT Branch,PO Box 2217,,KENT TOWN,SA,5071,,Australian Labor Party (South Australian Branch); Australian Labor Party (Northern Territory) Branch,3307812,3519328,181834,0,0
2018-19,Australian Workers Union SA Branch,GPO Box 2577,,ADELAIDE,SA,5001,The Australian Worers Union SA Branch,Australian Labor Party (ALP),2962600,2748612,105319,0,0
2018-19,Australian Workers Union WA Branch,PO Box 8122,Perth Business Centre,PERTH,WA,6849,,Australian Labor Party (Western Australian Branch),4224366,4212598,1443699,0,0
2018-19,Automotive Food Metals Engineering Printing & Kindred Ind. Union,PO Box 160,,GRANVILLE,NSW,2142,AFMEPKIU NATIONAL COUNCIL; AFMEPKIU NSW STATE COUNCIL; AFMEPKIU VICTORIA STATE COUNCIL; AFMEPKIU QUEENSLAND STATE COUNCIL; AFMEPKIU SOUTH AUSTRALIA STATE COUNCIL; AFMEPKIU WESTERN AUSTRALIA STATE COUNCIL; AFMEPKIU TASMANIA STATE COUNCIL,Australian Labor Party (ALP); Australian Labor Party (ACT Branch); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Northern Territory) Branch; Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch),53554965,54081139,1185287,0,0
2018-19,AWU - Australian Workers Union (Tasmanian Branch),P O Box 489,,GLENORCHY,TAS,7010,,Australian Labor Party (Tasmanian Branch),1574540,1550843,78091,0,0
2018-19,Bass 200 Club,PO Box 431,,WONTHAGGI,VIC,3995,,Liberal Party of Australia (Victorian Division),65528,1320740,0,0,0
2018-19,Bayside Forum,55 Marne Street,,SOUTH YARRA,VIC,3141,,Liberal Party of Australia (Victorian Division),205012,175302,34891,0,0
2018-19,Bendigo 250 Club,PO Box 364,,STRAHDALE,VIC,3550,,Liberal Party of Australia (Victorian Division),6733,8338,0,0,0
2018-19,Berwick Ranges 500 Club,PO Box 145,,BERWICK,VIC,3806,,Liberal Party of Australia (Victorian Division),51426,91141,0,0,0
2018-19,Bunori Pty Limited,Locked Bag 2,,KINGS CROSS,NSW,1340,,"Liberal Party of Australia, NSW Division",6399718,6545661,2658637,0,0
2018-19,Burwood Business Network,4 Broomfield Road,,HAWTHORN EAST,VIC,3123,,Liberal Party of Australia (Victorian Division),2856,6973,0,0,0
2018-19,Business First,PO Box 35,,CHELSEA,VIC,3196,,Liberal Party of Australia (Victorian Division),0,0,0,0,0
2018-19,Canberra Labor Club Limited,PO Box 167,,Belconnen,ACT,2617,2.200 Nominees Pty Ltd; S48 Investments Pty Ltd,Australian Labor Party (ACT Branch),90009134,90440689,9828931,0,0
2018-19,Caulfield Challenge 200 Club,Suite 9ABC Level 9,443-449 Toorak Road ,TOORAK,VIC,3142,,Liberal Party of Australia (Victorian Division),60644,205109,0,0,0
2018-19,CEC Australia (Services) Pty Ltd,PO Box 376,,COBURG,VIC,3058,,Citizens Electoral Council of Australia,2930272,2939024,1730209,0,0
2018-19,CEPU - Electrical Division QLD & NT ,PO Box 3520,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,8737360,9857914,2463631,0,0
2018-19,CEPU (T&S) NSW Branch,PO Box A1135,,SYDNEY SOUTH,NSW,2000,,Australian Labor Party (N.S.W. Branch),343263,437101,48727,0,0
2018-19,CEPU Communications Division - WA,PO Box 8354,,PERTH BC,WA,6849,,Australian Labor Party (Western Australian Branch),1096441,1715535,0,0,0
2018-19,CEPU Communications Division (CWU QLD Branch),PO Box 3203,,WEST END,QLD,4101,Communication Workers Union,Australian Labor Party (State of Queensland),1474477,1484059,0,0,0
2018-19,CEPU Communications Division SA/NT Branch,312 South Road,,RICHMOND,SA,5033,,Australian Labor Party (South Australian Branch); Australian Labor Party (Northern Territory) Branch,780662,938190,28577,0,0
2018-19,"CEPU Electrical, Energy & Services Division - SA","Level 1, 87 St Vincent Street",,PORT ADELAIDE,SA,5015,,Australian Labor Party (South Australian Branch),4690479,3655163,0,0,0
2018-19,CEPU Engineering & Electrical Division WA Branch,PO Box 689,,BALCATTA,WA,6914,,Australian Labor Party (Western Australian Branch),3099559,3017514,42051,0,0
2018-19,CEPU P & T Victorian Branch,PO Box 14,,BRUNSWICK WEST,VIC,3055,,Australian Labor Party (Victorian Branch),1723765,1818374,7328,0,0
2018-19,CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch),"Shop 1, 111 McEvoy Street",,ALEXANDRIA,NSW,2015,,Australian Labor Party (N.S.W. Branch); Country Labor Party,3223038,2131636,1108889,0,0
2018-19,CEPU Plumbing Division Queensland Branch,PO Box 3596,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),4906338,4871348,878965,0,0
2018-19,CEPU Plumbing Division Victoria,52 Victoria Street,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (Victorian Branch),8327154,11195343,1357526,0,0
2018-19,CFMEU - Construction & General Division (WA Branch),PO Box 8075,,PERTH BC,WA,6849,,Australian Labor Party (Western Australian Branch),19328038,21181569,324844,0,162903
2018-19,CFMEU Construction & General Division VIC/TAS Branch,540 Elizabeth Street,,MELBOURNE,VIC,3000,,Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch),41948638,39610327,444991,0,0
2018-19,CFMEU Construction and General Division South Australian Branch,"Level 1, 32 South Terrace",,ADELAIDE,SA,5000,Construction Forestry Mining and Engergy Union Construction & General Division SA Branch,Australian Labor Party (South Australian Branch),2536758,2538345,548582,0,0
2018-19,"CFMEU Construction and General Division, New South Wales Divisional Branch",Locked Bag 5015,,ALEXANDRIA,NSW,2015,,Australian Labor Party (N.S.W. Branch),1527954,1155386,0,0,0
2018-19,CFMEU Manufacturing Division,Level 1,165 Bouverie Street,CARLTON,VIC,3053,CFMEU Manufacturing Division Victoria District; CFMEU Manufacturing Division Tasmania District; CFMEU Manufacturing Division SA District; CFMEU Manufacturing Division QLD/NT/WA District; CFMEU Manufacturing Division NSW District,Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (Tasmanian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch),9268210,11732657,596261,0,0
2018-19,CFMEU Mining & Energy Div South Western District Branch,636 Northcliffe Drive,,KEMBLA GRANGE,NSW,2526,,Australian Labor Party (N.S.W. Branch); Country Labor Party,5953190,5267628,678897,0,0
2018-19,CFMEU Mining & Energy Division (Qld District Branch),PO Box 508,,SPRING HILL,QLD,4004,,Australian Labor Party (State of Queensland),15403691,15475485,4510705,0,0
2018-19,CFMEU Northern Mining & NSW Energy District,PO Box 364,,CESSNOCK,NSW,2325,,Australian Labor Party (N.S.W. Branch),24390235,24943695,636292,0,0
2018-19,CFMMEU - Maritime Union of Australia Division,Level 2 ,365 - 375 Sussex Street,SYDNEY,NSW,2000,MUA Newcastle Branch; MUA Northern Territory Branch; MUA Queensland Branch; MUA South Australian Branch; MUA Southern NSW Branch; MUA Sydney Branch; MUA Tasmanian Branch; MUA Victorian Branch; MUA Western Australian Branch,Australian Labor Party (ALP),25290786,25096519,9288105,0,0
2018-19,Chinese Liberals Association,PO Box 568,,CARNEGIE,VIC,3163,,Liberal Party of Australia (Victorian Division),0,0,0,0,0
2018-19,Chisholm 200 Club,"Level 3, 104 Exhibition Street",,MELBOURNE,VIC,3000,,Liberal Party of Australia (Victorian Division),25049,82000,0,0,0
2018-19,Citizens Media Group Pty Ltd,PO Box 376,,COBURG,VIC,3058,,Citizens Electoral Council of Australia,95369,95298,50837,0,0
2018-19,CLP Gifts & Legacies Pty Ltd,Post Office Box 48,95 Langton Road,HOWARD SPRINGS,NT,835,,Country Liberals (Northern Territory),61966,56400,0,0,0
2018-19,Coal Miners Industrial Union of Workers of WA Collie,75 Throssell Street,,COLLIE,WA,6225,,Australian Labor Party (Western Australian Branch),414214,440512,83738,0,2500
2018-19,Communications Electrical Plumbing Union NSW P & T Branch,PO Box 250,,PARRAMATTA,NSW,2124,,Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch),4720565,4774546,61570,0,0
2018-19,Community and Public Sector Union (PSU Group),Level 7 191-199 Thomas Street,,HAYMARKET,NSW,2000,,Australian Labor Party (ACT Branch); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Northern Territory) Branch; Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch),31444482,32641879,1560706,0,0
2018-19,Constituent Management Services Pty Ltd,GPO Box 4558,,SYDNEY,NSW,2001,,National Party of Australia - N.S.W.,686380,677016,273710,0,0
2018-19,Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch,PO Box 498,,DICKSON,ACT,2602,,Australian Labor Party (ACT Branch),8494321,4754945,246477,0,0
2018-19,"Construction Forestry Mining & Energy, Industrial Union of Employees, Queensland - Construction and General Division",16 Campbell Street,,BOWEN HILLS,QLD,4006,"Construction Forestry Mining & Energy Union, Construction and General Division Queensland Northern Territory Divisional Branch",Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,22074382,20519271,480006,0,0
2018-19,Cormack Foundation Pty Ltd,25 St James Park Drive,,BRIGHTON,VIC,3186,,Liberal Party of Australia (Victorian Division); Liberal Party of Australia,4780583,6902925,0,0,0
2018-19,Dame Pattie Menzies Liberal Foundation,Locked Bag 2,,Kings Cross,NSW,1340,,"Liberal Party of Australia, NSW Division",1,1054,0,0,0
2018-19,Dunkley Blue Ribbon Club,PO Box 696,,FRANKSTON,VIC,3199,,Liberal Party of Australia (Victorian Division),14677,5401,0,0,0
2018-19,Electrical Trades Union of Australia - Victoria Branch,PO Box 432,,NORTH MELBOURNE,VIC,3051,,Australian Labor Party (Victorian Branch),26594655,21054171,220283,0,0
2018-19,Electrical Trades Union of Australia NSW Branch,Level 5/370 Pitt Street,,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),8427200,8912395,64081,0,0
2018-19,Electrical Trades Union of Employees Queensland,PO Box 3520,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,2023844,2245025,3096800,0,0
2018-19,EMILY's List Australia,"Level 2, Queen Victoria Women's Centre",210 Lonsdale Street,MELBOURNE,VIC,3000,,Australian Labor Party (ALP); Australian Labor Party (Victorian Branch),341519,313663,0,0,0
2018-19,Endeavour 270 Club,PO Box 61,,KEILOR,VIC,3036,,Liberal Party of Australia (Victorian Division),147,1378,0,0,0
2018-19,Enterprise Club,PO Box 13,,NUNAWADING,VIC,3131,,Liberal Party of Australia (Victorian Division),46279,40524,0,0,0
2018-19,Enterprise West,c/o Liberal Party (Victorian Division),104 Exhibition Street,MELBOURNE,VIC,3000,,Liberal Party of Australia (Victorian Division),29,1256,0,0,0
2018-19,Finance Sector Union of Aust - QLD Branch,PO Box 3054,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),1581521,1581521,0,0,0
2018-19,Finance Sector Union of Aust - SA/NT Branch,Level 1,229 Greenhill Road,DULWICH,SA,5065,,Australian Labor Party (South Australian Branch),868311,868311,0,0,0
2018-19,Finance Sector Union of Australia - NSW Branch,PO Box A2442,,SYDNEY SOUTH,NSW,1235,Finance Sector Union NSW/ACT Branch,Australian Labor Party (N.S.W. Branch),3669641,3669641,0,0,0
