"Financial Year","ClientFileId","Name","ABN","ACN","Address Line 1","Address Line 2","Suburb","State","Postcode","Lodged on behalf of","Total Expenditure","1*","2*","3*","4*","5*","Total Gifts Received"
"2007-2008","21851","National Business Action Fund","","","PO Box 6005","","KINGSTON","ACT","2604","","13227897","0","332032","5900027","165900","6829938","7314681"
"2007-2008","20597","National Union of Workers","","","PO Box 343","","NORTH MELBOURNE","VIC","3051","","646437","12082","14419","5000","56966","557970","0"
"2007-2008","19136","National Union of Workers SA Branch","","","46 Greenhill Road","","WAYVILLE","SA","5034","","13217","1992","8290","0","390","2545","0"
"2007-2008","20509","Nature Conservation Council of NSW","","","2/301 Kent Street","","SYDNEY","NSW","2000","","181004","0","30547","0","0","150457","71500"
"2007-2008","20005","NSW Local Gov't Clerical Admin. Energy Air & Utilities T/A USU","","","Level 7","321 Pitt Street","SYDNEY","NSW","2000","","70224","0","35601","0","34623","0","0"
"2007-2008","20056","NTN Services ","62116356533","","PO Box 55","","MOOROOKA","QLD","4105","","194700","0","194700","0","0","0","0"
"2007-2008","21156","Peter Jordan","","","Strath Hill, RMB 5570","","STRATHBOGIE","VIC","3666","","66666","66666","0","0","0","0","0"
"2007-2008","20525","Police Association of NSW","","","Level 4","154 Elizabeth Street","SYDNEY","NSW","2000","","21486","0","528","0","5642","15316","0"
"2007-2008","5310","Queensland Council of Unions (QCU)","43 109 318 638","","Level 5","16 Peel Street","SOUTH BRISBANE","QLD","4101","","633856","178245","116708","273070","0","65833","0"
"2007-2008","20954","Queensland Independent Education Union of Employees","","","PO Box 418","","FORTITUDE VALLEY","QLD","4008","","11113","1150","8672","0","0","1291","0"
"2007-2008","19072","Queensland Nurses Union of Employees","84382908052","","GPO Box 1289","","BRISBANE","QLD","4001","","403843","224488","157706","0","0","21649","0"
"2007-2008","19941","Queensland Services, Industrial Union of Employees","13 540 483 194","","PO Box 3347","","SOUTH BRISBANE","QLD","4101","","8100","0","0","0","0","8100","0"
"2007-2008","21852","RACV Limited","","","Level 7","485 Bourke Street","MELBOURNE","VIC","3000","","96539","0","0","0","0","96539","0"
"2007-2008","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","PO Box 2211","","DANGAR","NSW","2309","","39885","0","23504","0","0","16381","0"
"2007-2008","19604","Shop Distributive & Allied Employees' Association","","","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","286131","208742","29353","48036","0","0","0"
"2007-2008","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","PO Box K230","","HAYMARKET","NSW","1240","","57637","7203","22008","0","4063","24363","0"
"2007-2008","20031","Shop Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","14985","3655","0","0","11330","0","0"
"2007-2008","18825","Shop, Distributive & Allied Employees' Association - National","99789302470","","Sixth Floor","53 Queen Street","MELBOURNE","VIC","3000","","56538","56538","0","0","0","0","0"
"2007-2008","21904","Shop, Distributive & Allied Employees Association - QLD Branch","","","PO Box 490","","SPRING HILL PRIVATE BOXES","QLD","4004","","409046","0","0","320925","24773","63348","0"
"2007-2008","21845","Superannuated Cth Officers' Association (Federal Council) Inc","","","PO Box 107","","MAWSON","ACT","2607","","22410","6275","0","0","0","16135","0"
"2007-2008","1159","The 500 Club (WA)","55 330 219 694","","PO Box Z5303","St Georges Terrace","PERTH","WA","6831","","0","0","0","0","0","0","0"
"2007-2008","21861","The Climate Institute","26 116 713 592","116 713 592","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","1393482","0","585960","216238","116554","474730","1000000"
"2007-2008","21932","The Right to Life Australia Incorporated","","","P.O. Box 8040","","SUMNER","VIC","3057","","69766","0","69766","0","0","0","0"
"2007-2008","20624","The Wilderness Society (Tasmania) Inc","","","130 Davey Street","","HOBART","TAS","7000","","129194","0","13068","69252","46874","0","0"
"2007-2008","20623","The Wilderness Society Limited","18 611 229 086","611 229 086","132 Davey Street","","HOBART","TAS","7000","","108090","0","0","0","0","108090","20000"
"2007-2008","21901","Timber Communities Australia","","","PO Box 172","","CAMPANIA","TAS","7026","","296460","0","225135","71325","0","0","0"
"2007-2008","22081","Timber Communities Australia Ltd","","","PO Box 289","","DEAKIN WEST","ACT","2600","","0","0","0","0","0","0","0"
"2007-2008","21402","Transport Workers Union (SA/NT Branch)","","","PO Box 137","","WELLAND","SA","5007","","34100","0","0","0","34100","0","0"
"2007-2008","19900","Transport Workers Union of Australia - Federal Council","18559030246","","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","489500","0","0","0","49500","440000","525112"
"2007-2008","19903","Transport Workers Union of Australia - NSW Branch","24302560296","","PO Box 54","","MOUNT DRUITT","NSW","2770","","0","0","0","0","0","0","0"
"2007-2008","19902","Transport Workers Union of New South Wales","77710588395","","PO Box 54","","MINCHINBURY","NSW","2770","","183255","0","0","0","29053","154202","0"
"2007-2008","20161","Unions NSW","43 132 138 531","","Level 3 4-10 Goulburn Street","","SYDNEY","NSW","2000","","887312","335528","206629","0","50000","295155","0"
"2007-2008","20625","Unions Tasmania","","","PO Box 128","","NORTH HOBART","TAS","7002","","181828","0","101355","24329","0","56144","0"
"2007-2008","19735","Western Australian Prison Officers' Union of Workers","98518622745","","63 Railway Parade","","MT LAWLEY","WA","6050","","10645","313","234","0","2972","7126","0"
"2007-2008","21850","Wilderness Society Sydney Inc","","","PO BOx K249 ","","HAYMARKET","NSW","1240","","13630","0","0","0","0","13630","0"
"2006-2007","18314","ABCE & BLF Union","","","L2","366 Upper Roma Street","BRISBANE","QLD","4000","","140998","138766","2232","0","0","0","0"
"2006-2007","17662","Auspoll","","","PO Box 516","","CARLTON SOUTH","VIC","3053","","114831","0","0","0","114831","0","0"
"2006-2007","11980","Australasian Meat Industry Employees Union","","","L1, 39 Lytton Road","","EAST BRISBANE","QLD","4169","","119475","1703","0","0","0","117772","0"
"2006-2007","18830","Australasian Meat Industry Employees' Union - QLD Branch","68929349791","","Level 1","39 Lytton Road","EAST BRISBANE","QLD","4169","","73627","4017","39599","0","0","30011","0"
"2006-2007","15605","Australian Christian Lobby","40 075 120 517","075 120 517","4 Campion Street","","DEAKIN","ACT","2600","","18130","0","0","0","0","18130","0"
"2006-2007","20499","Australian Conservation Foundation Incorporated","22007498482","","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","19823","0","14015","0","0","5808","0"
"2006-2007","19364","Australian Council of Trade Unions","67175982800","","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","10056932","1012950","262019","8544824","237139","0","9943484"
"2006-2007","30314","Australian Education Union ","16006296647","","120 Clarendon Street","","SOUTHBANK","VIC","3006","","961253","0","17911","620217","189261","133864","0"
"2006-2007","20243","Australian Municipal Administrative Clerical and Services Union ","","","Ground Floor,  116-124 Queensberry Street","","CARLTON SOUTH","VIC","3053","","342787","0","25705","0","40862","276220","0"
"2006-2007","20588","Australian Nursing Federation","","","PO Box 4239","","KINGSTON","ACT","2604","","125206","0","2645","0","1465","121096","0"
"2006-2007","20638","Australian Nursing Federation - SA Branch","","","PO Box 861","","REGENCY PARK BC","SA","5942","","107058","0","0","0","0","107058","0"
"2006-2007","20050","Australian Rail Tram & Bus Industry Union, Queensland Branch","53954546469","","Level 1","457 Upper Edward Street","BRISBANE","QLD","4000","","142793","0","142793","0","0","0","0"
"2006-2007","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","PO Box 160","","GRANVILLE","NSW","2142","","196792","73710","75435","0","47647","0","0"
"2006-2007","6650","CEPU Plumbing Division","","","PO Box 3596","","SOUTH BRISBANE","QLD","4101","","31503","31503","0","0","0","0","0"
"2006-2007","20502","CFMEU","","","PO Box 6681","","EAST PERTH","WA","6892","","102899","69984","32915","0","0","0","0"
"2006-2007","14311","CFMEU - Construction & General Division, National Office","46243168565","","PO Box Q235","QVB Post Office","SYDNEY","NSW","1230","","160695","0","77879","70000","12816","0","0"
"2006-2007","18752","CFMEU Construction and General Division, New South Wales Divisional Branch","","","Locked Bag 5015","","ALEXANDRIA","NSW","2015","","34796","0","34796","0","0","0","0"
"2006-2007","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","PO Box Q1641","","SYDNEY","NSW","1230","","357290","0","0","0","11430","345860","0"
"2006-2007","18763","CFMMEU - Maritime Union of Australia Division","93 047 659 794","","Level 2 ","365 - 375 Sussex Street","SYDNEY","NSW","2000","","553477","12529","0","0","19826","521122","0"
"2006-2007","20621","Christian Adult Social Institute (CASI)","","","PO Box 1521","","BAKERY HILL","VIC","3354","","17035","17035","0","0","0","0","15724"
"2006-2007","20608","Community & Public Sector Union-Civil Service Association of WA ","","","PO Box 2252","","PERTH","WA","6001","","105201","0","0","0","7219","97982","0"
"2006-2007","20500","CPSU - State Public Services Federation Group, Federal Off","","","4/160 Clarence Street","","SYDNEY","NSW","2000","","1350444","0","0","0","0","1350444","0"
"2006-2007","20501","CPSU - State Public Services Federation, South Australian Branch","","","122 Pirie Street","","ADELAIDE","SA","5000","","215260","0","0","0","0","215260","0"
"2006-2007","16240","CPSU Community & Public Sector Union","","","Level 5-7","191-199 Thomas Street","HAYMARKET","NSW","2000","","1272811","0","15061","6466","3330","1247954","0"
"2006-2007","1081","EMILY's List Australia","90077932775","","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","18167","421","0","0","17746","0","0"
"2006-2007","19156","Finance Sector Union of Australia ","","","National Office","341 Queen Street","MELBOURNE","VIC","3000","","625201","0","0","0","12160","613041","0"
"2006-2007","20503","Flight Attendants' Association of Aust - Domestic Regional Div ","","","Unit 18","538 Gardeners Road","ALEXANDRIA","NSW","2015","","21549","0","0","0","0","21549","0"
"2006-2007","18814","Friends of Indi","","","33 Benelong Road","","CREMORNE","NSW","2090","","28526","14263","0","14263","0","0","0"
"2006-2007","20614","Galaxy DP Pty Ltd","","","1 - 3 Derwent St","","GLEBE","NSW","2037","","18000","0","0","0","18000","0","0"
"2006-2007","30343","GetUp Limited","99114027986","114 027 986","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","555234","0","183453","169905","14635","187241","215830"
"2006-2007","16546","Health Services Union","","","Level 2,","109 Pitt Street","SYDNEY","NSW","2000","","513545","110611","402934","0","0","0","0"
"2006-2007","22730","Health Services Union - National Office","68 243 768 561","","Suite 46, 255 Drummond Street","","CARLTON","VIC","3053","","404292","0","16426","0","9394","378472","0"
"2006-2007","20504","Health Services Union, Tasmania No.1 Branch","","","PO Box 635","","NORTH HOBART","TAS","7002","","35020","3503","12683","0","16224","2610","0"
"2006-2007","20620","Independent Education Union - NSW/ACT","","","GPO Box 116","","SYDNEY","NSW","2001","","23167","0","18767","0","3795","605","0"
"2006-2007","20507","Master Builders Assoc of WA (Union of Employers) Perth","","","35-37 Havelock Street","","WEST PERTH","WA","6005","","32070","0","25620","6450","0","0","0"
"2006-2007","20280","Media Entertainment & Arts Alliance","84054775598","","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","373402","373402","0","0","0","0","0"
"2006-2007","20508","National Union of Students Inc.","","","64/54 Victoria Street","","SOUTH CARLTON","VIC","3053","","20560","0","20488","0","0","72","0"
"2006-2007","20597","National Union of Workers","","","PO Box 343","","NORTH MELBOURNE","VIC","3051","","898331","0","0","0","24065","874266","0"
"2006-2007","20509","Nature Conservation Council of NSW","","","2/301 Kent Street","","SYDNEY","NSW","2000","","22500","0","0","0","0","22500","45000"
"2006-2007","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","50 O'Dea Avenue","","WATERLOO","NSW","2017","","283529","0","61357","49950","44175","128047","0"
"2006-2007","20622","Oxfam Australia","","","132 Leicester Street","","CARLTON","VIC","3053","","148096","0","0","0","0","148096","0"
"2006-2007","20519","Police Federation of Australia","","","Level 1","21 Murray Crescent","GRIFFITH","ACT","2603","","291687","282953","8734","0","0","0","282943"
"2006-2007","20512","Public Service Association of NSW","","","GPO Box 3365","","SYDNEY","NSW","2001","","332358","0","0","0","16591","315767","0"
"2006-2007","19072","Queensland Nurses Union of Employees","84382908052","","GPO Box 1289","","BRISBANE","QLD","4001","","505034","0","0","0","0","505034","0"
"2006-2007","19941","Queensland Services, Industrial Union of Employees","13 540 483 194","","PO Box 3347","","SOUTH BRISBANE","QLD","4101","","6200","0","0","0","0","6200","0"
"2006-2007","20649","Queensland Teachers Union of Employees","62408519861","","PO Box 1750","","MILTON","QLD","4064","","112859","0","18696","30000","17437","46726","0"
"2006-2007","20535","SAWEFA Newcastle & Northern NSW","","","PO Box 118","","HAMILTON","NSW","2303","","42674","0","15492","0","3289","23893","0"
"2006-2007","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","137387","8560","91687","1279","35861","0","0"
"2006-2007","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","PO Box K230","","HAYMARKET","NSW","1240","","76915","0","50235","0","26680","0","0"
"2006-2007","20031","Shop Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","11684","0","0","0","11684","0","0"
"2006-2007","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","PO Box 490","","SPRING HILL","QLD","4004","","246359","0","0","212278","34081","0","0"
"2006-2007","20636","State School Teachers Union of WA","","","PO Box 6140","","EAST PERTH","WA","6892","","23557","0","0","0","0","23557","0"
"2006-2007","20513","Textile Clothing & Footwear Union of Australia (Nat. Council)","","","Ground Floor","28 Anglo Road","CAMPSIE","NSW","2194","","55000","55000","0","0","0","0","0"
"2006-2007","20249","Textiles, Clothing & Footwear Union (Vic & Qld & WA) Branch","45839589441","","Level 3","540 Elizabeth St","MELBOURNE","VIC","3000","","26139","22000","4139","0","0","0","0"
"2006-2007","20476","The Australian Workers Union - Newcastle Central Coast & Northern Regions Branch","81309714429","","PO Box 226","","MAYFIELD","NSW","2304","","11338","0","1760","1650","0","7928","0"
"2006-2007","21861","The Climate Institute","26 116 713 592","116 713 592","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","255693","0","0","170089","85604","0","1000000"
"2006-2007","20498","The Community and Public Sector Union, SPSF, QLD","","","PO Box 157175","","CITY EAST","QLD","4002","","78130","0","0","0","0","78130","0"
"2006-2007","20505","The Queensland Public Sector Union of Employees","","","PO Box 15175","","CITY EAST","QLD","4002","","802033","0","0","0","0","802033","0"
"2006-2007","20624","The Wilderness Society (Tasmania) Inc","","","130 Davey Street","","HOBART","TAS","7000","","50054","0","50054","0","0","0","0"
"2006-2007","20623","The Wilderness Society Limited","18 611 229 086","611 229 086","132 Davey Street","","HOBART","TAS","7000","","71878","0","0","0","0","71878","0"
"2006-2007","19160","Transport Workers Union (WA Branch)","37494080681","","PO Box 191","","WELSHPOOL DC","WA","6986","","58136","58136","0","0","0","0","0"
"2006-2007","19900","Transport Workers Union of Australia - Federal Council","18559030246","","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","340675","241802","0","0","98873","0","297191"
"2006-2007","19902","Transport Workers Union of New South Wales","77710588395","","PO Box 54","","MINCHINBURY","NSW","2770","","141916","141916","0","0","0","0","0"
"2006-2007","20625","Unions Tasmania","","","PO Box 128","","NORTH HOBART","TAS","7002","","88024","0","26567","14784","0","46673","100000"
"2006-2007","18834","United Workers Union","52728088684","","Locked Bag 9","","HAYMARKET","NSW","1240","","1245465","1208012","0","0","37453","0","0"
"2006-2007","20637","Victorian Independant Education Union","","","PO Box 1230","","SOUTH MELBOURNE","VIC","3205","","24041","0","14915","0","1467","7659","0"
"2006-2007","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","GPO Box 528","","SYDNEY","NSW","2001","","13000","0","0","0","13000","0","0"
