"Financial Year","Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2008-2009","Young National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","0","78","0","0"
"2007-2008","4Change","PO Box 1008","","CESSNOCK WEST","NSW","2325","","114764","112270","0","0"
"2007-2008","Australian Citizens Party","PO Box 376","","COBURG","VIC","3058","","1800281","1807643","693583","0"
"2007-2008","Australian Democrats","PO Box 573","","GOODWOOD","SA","5034","Democrats","62802","91705","59943","0"
"2007-2008","Australian Democrats ACT Division","PO Box 4070","","KINGSTON","ACT","2604","Democrats","2018","4928","0","0"
"2007-2008","Australian Democrats NSW Division","PO Box R 1680","Royal Exchange","SYDNEY","NSW","1225","Democrats","44746","37393","0","0"
"2007-2008","Australian Democrats Queensland Division","Suite 130","7/421 Brunswick Street","FORTITUDE  VALLEY","QLD","4006","Democrats","101043","136218","3386","0"
"2007-2008","Australian Democrats SA Division","711 South Road","","BLACK FOREST","SA","5035","Democrats","61632","133868","3029","0"
"2007-2008","Australian Democrats Victorian Division","PO Box 135","","EAST MELBOURNE","VIC","3002","Democrats","102684","139570","446","0"
"2007-2008","Australian Democrats, Western Australian Division","PO Box 123","","NORTHBRIDGE PRIVATE BOXES","WA","6865","Democrats","22657","34664","196","0"
"2007-2008","Australian Fishing and Lifestyle Party","PO Box 12033","","EARLVILLE BC","QLD","4870","","131511","126235","2490","0"
"2007-2008","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","1965185","1996044","58675","0"
"2007-2008","Australian Greens (South Australia)","7/291 Angas Street","","ADELAIDE","SA","5000","The Greens","61637","96988","0","0"
"2007-2008","Australian Greens Queensland Branch","PO Box 5763","","WEST  END","QLD","4101","The Greens","911870","828978","70302","0"
"2007-2008","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","547682","459967","14025","0"
"2007-2008","Australian Greens, Northern Territory Branch","PO Box 421","","NIGHTCLIFF","NT","0814","The Greens","65086","54978","1322","0"
"2007-2008","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","1215374","1044117","50203","0"
"2007-2008","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","1183748","802740","24929","0"
"2007-2008","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","61764260","60850361","8007818","0"
"2007-2008","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","17682023","17285632","2443453","0"
"2007-2008","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","630699","675772","66822","0"
"2007-2008","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","3241354","3173906","481416","0"
"2007-2008","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","13144640","13988174","405585","0"
"2007-2008","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","1159473","1110459","35626","0"
"2007-2008","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","8639762","8265777","703649","0"
"2007-2008","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","3020268","3320932","347328","0"
"2007-2008","Carers Alliance","PO Box 133","","DRUMMOYNE","NSW","1470","","24091","10870","0","0"
"2007-2008","Christian Democratic Party (Fred Nile Group)","PO Box 8456","","PARRAMATTA","NSW","2150","Christian Democratic Party (Fred Nile Group)","826943","676143","0","0"
"2007-2008","Christian Democratic Party (Fred Nile Group) WA Branch","PO Box 237","","THORNLIE","WA","6888","Christian Democratic Party (Fred Nile Group)","378372","377765","30000","0"
"2007-2008","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","981","10115","0","0"
"2007-2008","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","409452","369182","179432","0"
"2007-2008","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","37513","42022","0","0"
"2007-2008","Democratic Labour Party - WA Branch","PO Box 1119","","WILLAGEE","WA","6156","Democratic Labor Party","1613","1363","0","0"
"2007-2008","Environmentalists for Nuclear Energy Australia Incorporated","100 The Crescent","","CHELTENHAM","NSW","2119","","61706","61744","0","0"
"2007-2008","Family First Party","PO Box 145","","HIGHBURY","SA","5089","Family First","152313","8105","215444","0"
"2007-2008","Family First Party - NSW","GPO Box 306","","SYDNEY GPO PRIVATE BOXES","NSW","2001","Family First","50395","46945","44","0"
"2007-2008","Family First Party - QLD","11 Myal Ct","","MANGO HILL","QLD","4509","Family First","0","0","0","0"
"2007-2008","Family First Party - SA","PO Box 44","","CAMPBELLTOWN","SA","5074","Family First","144808","206453","40000","0"
"2007-2008","Family First Party - VIC","Level 1, Suite 1","441 Canterbury Road","SURREY HILLS","VIC","3127","Family First","330588","495028","33261","0"
"2007-2008","Family First Party - WA","PO Box 7014","","EATON","WA","6232","Family First","7020","12779","85000","0"
"2007-2008","Hear Our Voice","1/1 Hayes Street","","QUEANBEYAN","NSW","2620","","0","0","0","0"
"2007-2008","Liberal Democratic Party","Level 1","203-205 Blackburn Road","MOUNT WAVERLEY","VIC","3149","","61147","60376","0","0"
"2007-2008","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","6394220","5882520","1682128","0"
"2007-2008","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","34662036","35590845","4247635","0"
"2007-2008","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","911768","826215","215375","0"
"2007-2008","Liberal Party of Australia - Queensland Division","PO Box 8167","","WOOLLOONGABBA","QLD","4102","Liberal","2945335","6197495","1284431","0"
"2007-2008","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","1577411","1484795","73459","0"
"2007-2008","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","3581669","3762735","285710","0"
"2007-2008","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","11033341","11841785","1083748","0"
"2007-2008","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","12359274","8956695","2791733","0"
"2007-2008","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","1809362","2168372","105532","0"
"2007-2008","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","5323146","4417635","463891","0"
"2007-2008","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","2343563","2285357","291644","0"
"2007-2008","National Party of Australia (Queensland)","PO Box 5940","","WEST END","QLD","4101","The Nationals","4675254","4840915","104945","0"
"2007-2008","National Party of Australia (S.A.) Inc.","5 Maple Court","","OAKBANK","SA","5243","The Nationals","60256","62869","0","0"
"2007-2008","National Party of Australia (WA) Inc","PO Box 1418","","WEST PERTH","WA","6872","The Nationals","361535","352642","975","0"
"2007-2008","Non-Custodial Parents Party (Equal Parenting)","PO Box 97","","DOUGLAS PARK","NSW","2569","","2500","2010","0","0"
"2007-2008","Nuclear Disarmament Party of Australia","38 Sheehan Street","","PEARCE","ACT","2607","","950","0","0","0"
"2007-2008","One Nation Queensland Division","PO Box 1199","","BEENLEIGH","QLD","4207","One Nation","37062","38416","2368","0"
"2007-2008","One Nation SA","PO Box 10277","Adel Bus Centre","ADELAIDE","SA","5000","One Nation","33770","41203","0","0"
"2007-2008","One Nation Victoria","PO Box 439","","SEAFORD","VIC","3198","One Nation","11966","16049","283","0"
"2007-2008","One Nation Western Australia","PO Box 3030","","CARLISLE SOUTH","WA","6101","","35838","45815","0","0"
"2007-2008","Online Direct Democracy - (Empowering the People!)","70 Carrington Pde","","CURL CURL","NSW","2096","","56709","50047","50589","0"
"2007-2008","Pauline Hanson's One Nation","PO Box 136","","PINKENBA","QLD","4008","One Nation","9760","40892","0","0"
"2007-2008","Pauline's United Australia Party","23 Botany Crescent","","BANKSIA  BEACH","QLD","4507","","297622","263715","0","0"
"2007-2008","Shooters, Fishers and Farmers Party","PO Box 515","","ASHFIELD","NSW","1800","","40000","39371","0","0"
"2007-2008","Socialist Alliance","PO Box 114","","BROADWAY","NSW","2007","","102787","100998","19055","0"
"2007-2008","Socialist Equality Party","PO BOX 574","","STRAWBERRY HILLS","NSW","2012","","205552","203342","5474","0"
"2007-2008","The Australian Greens - Victoria","GPO Box 4589","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","The Greens","2235172","1604229","38179","0"
"2007-2008","The Fishing Party","11 Watts Close","","SINGLETON","NSW","2330","","1307","550","0","0"
"2007-2008","The Greens (WA) Inc","91/215 Stirling Street","","PERTH","WA","6000","The Greens","1008803","930493","59144","0"
"2007-2008","The Greens NSW","PO Box 48","","BROADWAY","NSW","2007","The Greens","2708591","1607845","18889","0"
"2007-2008","What Women Want (Australia)","PO Box 625","","SCONE","NSW","2337","","12891","20227","0","0"
"2007-2008","Young National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","0","78","0","0"
"2006-2007","Australian Democrats","PO Box 573","","GOODWOOD","SA","5034","Democrats","70486","44807","59220","0"
"2006-2007","Australian Democrats ACT Division","PO Box 4070","","KINGSTON","ACT","2604","Democrats","1790","807","0","0"
"2006-2007","Australian Democrats NSW Division","PO Box R 1680","Royal Exchange","SYDNEY","NSW","1225","Democrats","23801","31845","10198","0"
"2006-2007","Australian Democrats Queensland Division","Suite 130","7/421 Brunswick Street","FORTITUDE  VALLEY","QLD","4006","Democrats","44789","23469","8079","0"
"2006-2007","Australian Democrats SA Division","711 South Road","","BLACK FOREST","SA","5035","Democrats","62197","37020","1592","0"
"2006-2007","Australian Democrats Victorian Division","PO Box 135","","EAST MELBOURNE","VIC","3002","Democrats","38987","32999","0","0"
"2006-2007","Australian Democrats, Western Australian Division","PO Box 123","","NORTHBRIDGE PRIVATE BOXES","WA","6865","Democrats","14548","8006","477","0"
"2006-2007","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","518433","424705","162009","0"
"2006-2007","Australian Greens (South Australia)","7/291 Angas Street","","ADELAIDE","SA","5000","The Greens","98315","95266","6433","0"
"2006-2007","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","154057","135861","40436","0"
"2006-2007","Australian Greens, Northern Territory Branch","PO Box 421","","NIGHTCLIFF","NT","0814","The Greens","31598","17317","1816","0"
"2006-2007","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","504071","351252","30160","0"
"2006-2007","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","587123","535472","0","0"
"2006-2007","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","9540863","10009899","7302426","0"
"2006-2007","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","27572169","28487550","4660488","0"
"2006-2007","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","245745","357472","2708","0"
"2006-2007","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","1727489","919006","41619","0"
"2006-2007","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","17443436","16738846","382081","0"
"2006-2007","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","532473","475338","41452","0"
"2006-2007","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","11386367","15152873","323859","0"
"2006-2007","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","2248589","1900059","157389","0"
"2006-2007","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","15173","104110","0","0"
"2006-2007","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","241030","207835","150000","0"
"2006-2007","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","103312","91597","0","0"
"2006-2007","Family First Party","PO Box 145","","HIGHBURY","SA","5089","Family First","21659","930","303500","0"
"2006-2007","Family First Party - QLD","11 Myal Ct","","MANGO HILL","QLD","4509","Family First","0","29","0","0"
"2006-2007","Family First Party - SA","PO Box 44","","CAMPBELLTOWN","SA","5074","Family First","99077","7706","315","0"
"2006-2007","Family First Party - VIC","Level 1, Suite 1","441 Canterbury Road","SURREY HILLS","VIC","3127","Family First","420886","244801","1746","0"
"2006-2007","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","4090554","3891764","1667664","0"
"2006-2007","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","9389409","7037919","4451751","0"
"2006-2007","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","433653","320812","31000","0"
"2006-2007","Liberal Party of Australia - Queensland Division","PO Box 8167","","WOOLLOONGABBA","QLD","4102","Liberal","3842058","4316750","483884","0"
"2006-2007","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","899926","590629","86559","0"
"2006-2007","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","1945546","1355874","371612","0"
"2006-2007","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","12578474","12873133","657878","0"
"2006-2007","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","14441138","15631722","4205385","0"
"2006-2007","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","1114199","1056756","207288","0"
"2006-2007","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","3435586","4805911","1981334","0"
"2006-2007","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","2443697","2612440","23442","0"
"2006-2007","National Party of Australia (Queensland)","PO Box 5940","","WEST END","QLD","4101","The Nationals","2771216","3395484","718515","0"
"2006-2007","National Party of Australia (S.A.) Inc.","5 Maple Court","","OAKBANK","SA","5243","The Nationals","36529","37543","0","0"
"2006-2007","National Party of Australia (WA) Inc","PO Box 1418","","WEST PERTH","WA","6872","The Nationals","247338","198934","5711","0"
"2006-2007","Nuclear Disarmament Party of Australia","38 Sheehan Street","","PEARCE","ACT","2607","","1120","0","0","0"
"2006-2007","One Nation SA","PO Box 10277","Adel Bus Centre","ADELAIDE","SA","5000","One Nation","9946","7635","0","0"
"2006-2007","One Nation Victoria","PO Box 439","","SEAFORD","VIC","3198","One Nation","9939","4288","0","0"
"2006-2007","Pauline Hanson's One Nation","PO Box 136","","PINKENBA","QLD","4008","One Nation","12173","36732","0","0"
"2006-2007","Queensland Greens","PO Box 5763","","WEST END","QLD","4101","The Greens","443022","402477","23098","0"
"2006-2007","The Australian Greens - Victoria","GPO Box 4589","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","The Greens","2062385","2008383","19070","0"
"2006-2007","The Greens (WA) Inc","91/215 Stirling Street","","PERTH","WA","6000","The Greens","130412","142468","106634","0"
"2006-2007","The Greens NSW","PO Box 48","","BROADWAY","NSW","2007","The Greens","1181572","1374572","243426","0"
"2006-2007","Young National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","0","177","0","0"
"2005-2006","Advance Australia Party","1/41 Market Street","","WOLLONGONG","NSW","2500","","0","260","0","0"
"2005-2006","Australian Democrats","PO Box 573","","GOODWOOD","SA","5034","Democrats","144642","95167","31578","0"
"2005-2006","Australian Democrats ACT Division","PO Box 4070","","KINGSTON","ACT","2604","Democrats","2078","475","0","0"
"2005-2006","Australian Democrats NSW Division","PO Box 16","","ROZELLE","NSW","2039","Democrats","32038","11866","152869","0"
"2005-2006","Australian Democrats Queensland Division","Suite 130","7/421 Brunswick Street","FORTITUDE  VALLEY","QLD","4006","Democrats","23769","18651","3329","0"
"2005-2006","Australian Democrats SA Division","711 South Road","","BLACK FOREST","SA","5035","Democrats","398094","219525","6696","0"
"2005-2006","Australian Democrats Victorian Division","PO Box 135","","EAST MELBOURNE","VIC","3002","Democrats","38909","12052","0","0"
"2005-2006","Australian Democrats, Western Australian Division","PO Box 123","","NORTHBRIDGE PRIVATE BOXES","WA","6865","Democrats","15481","6178","0","0"
"2005-2006","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","287719","376613","43212","0"
"2005-2006","Australian Greens (NT Branch)","33 Martin Cres","","COCONUT GROVE","NT","0810","","11487","28032","2415","0"
"2005-2006","Australian Greens (South Australia)","7/291 Angas Street","","ADELAIDE","SA","5000","The Greens","101543","171552","15367","0"
"2005-2006","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","52460","48662","14915","0"
"2005-2006","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","498098","456118","25531","0"
"2005-2006","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","700594","533073","12668","0"
"2005-2006","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","3785737","3761025","1676612","0"
"2005-2006","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","12658231","9918848","1638317","0"
"2005-2006","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","365333","255000","26749","0"
"2005-2006","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","4906056","4734600","19479","0"
"2005-2006","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","5534067","5226403","177778","0"
"2005-2006","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","1305986","1531029","110357","0"
"2005-2006","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","5447755","2687329","173655","0"
"2005-2006","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","1337712","1286417","243668","0"
"2005-2006","Australian Progressive Alliance","PO Box 323","","NORTH ADELAIDE","SA","5006","","0","0","0","0"
"2005-2006","Australians Against Further Immigration","PO Box 539","","LINDFIELD","NSW","2070","Australians Against Further Immigration","2367","2944","0","0"
"2005-2006","Christian Democratic Party (Fred Nile Group)","GPO Box 141","","SYDNEY GPO PRIVATE BOXES","NSW","2001","Christian Democratic Party (Fred Nile Group)","7","0","0","0"
"2005-2006","Christian Democratic Party (Fred Nile Group)","PO Box 221","","NORTH HOBART PRIVATE BOXES","TAS","7002","Christian Democratic Party (Fred Nile Group)","1161","0","0","0"
"2005-2006","Christian Democratic Party (Fred Nile Group)","PO Box 9","","DOVETON","VIC","3177","Christian Democratic Party (Fred Nile Group)","6623","6232","0","0"
"2005-2006","Christian Democratic Party (Fred Nile Group)","PO Box 367","","ERINDALE CENTRE","ACT","2903","Christian Democratic Party (Fred Nile Group)","0","0","0","0"
"2005-2006","Christian Democratic Party (Fred Nile Group)","7 Matthew Way","","THORNLIE","WA","6108","Christian Democratic Party (Fred Nile Group)","72056","30269","0","0"
"2005-2006","Christian Democratic Party (Fred Nile Group)","GPO Box 141","","SYDNEY GPO PRIVATE BOXES","NSW","2001","Christian Democratic Party (Fred Nile Group)","258007","195462","0","0"
"2005-2006","Citizens Electoral Council Australia (NSW Division)","PO Box 383","","MAITLAND","NSW","2320","","0","0","0","0"
"2005-2006","Citizens Electoral Council of Australia","PO Box 376","","COBURG","VIC","3058","","1823311","1804277","590461","0"
"2005-2006","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","18064","114113","143","0"
"2005-2006","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","455564","557859","150000","0"
"2005-2006","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","19499","12054","0","0"
"2005-2006","Ex-Service, Service & Veterans Party","PO BOX 5125","","WODONGA","VIC","3690","","103","0","0","0"
"2005-2006","Family First Party - QLD","11 Myal Ct","","MANGO HILL","QLD","4509","Family First","13702","22563","0","0"
"2005-2006","Family First Party - SA","PO Box 44","","CAMPBELLTOWN","SA","5074","Family First","38909","35683","321724","0"
"2005-2006","Family First Party - VIC","Level 1, Suite 1","441 Canterbury Road","SURREY HILLS","VIC","3127","Family First","36119","12978","1204","0"
"2005-2006","Family First Party - WA","PO Box 7014","","EATON","WA","6232","Family First","0","0","0","0"
"2005-2006","Help End Marijuana Prohibition","PO Box 177","","NIMBIN","NSW","2480","","0","0","0","0"
"2005-2006","Hope Party Australia - ethics equality ecology","12-14 McAdam Square","","CROYDON","VIC","3136","","739","400","18100","0"
"2005-2006","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","2159938","1259658","1454056","0"
"2005-2006","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","4212557","4196939","4206649","0"
"2005-2006","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","233061","264062","118929","0"
"2005-2006","Liberal Party of Australia - Queensland Division","PO Box 8167","","WOOLLOONGABBA","QLD","4102","Liberal","4146403","3670617","250917","0"
"2005-2006","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","962272","1014590","13750","0"
"2005-2006","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","3065103","2821424","341092","0"
"2005-2006","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","5282632","6468083","265890","0"
"2005-2006","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","8944711","6823279","3065230","0"
"2005-2006","liberals for forests","34/100 Murdoch Drive","","MURDOCH","WA","6150","","0","0","0","0"
"2005-2006","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","904786","814544","103423","0"
"2005-2006","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","1938549","1826990","773019","0"
"2005-2006","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","953781","855155","39423","0"
"2005-2006","National Party of Australia (Queensland)","PO Box 5940","","WEST END","QLD","4101","The Nationals","2221960","1494909","1926751","0"
"2005-2006","National Party of Australia (S.A.) Inc.","5 Maple Court","","OAKBANK","SA","5243","The Nationals","101356","94885","0","0"
"2005-2006","National Party of Australia (WA) Inc","PO Box 1418","","WEST PERTH","WA","6872","The Nationals","171845","175220","16402","0"
"2005-2006","New Country Party","GPO Box 516","","BRISBANE GPO PRIVATE BOXES","QLD","4001","","0","0","0","0"
"2005-2006","No Goods and Services Tax Party","9 Northview Place","","MOUNT COLAH","NSW","2079","","0","0","0","0"
"2005-2006","Non-Custodial Parents Party","PO Box 97","","DOUGLAS PARK","NSW","2569","","404","0","6309","0"
"2005-2006","Nuclear Disarmament Party of Australia","38 Sheehan Street","","PEARCE","ACT","2607","","550","0","0","0"
"2005-2006","One Nation Queensland Division","PO Box 1199","","BEENLEIGH","QLD","4207","One Nation","49290","41003","56000","0"
"2005-2006","One Nation SA","PO Box 10277","Adel Bus Centre","ADELAIDE","SA","5000","One Nation","16862","15251","0","0"
"2005-2006","One Nation Victoria","PO Box 439","","SEAFORD","VIC","3198","One Nation","7085","4206","0","0"
"2005-2006","One Nation Western Australia","Unit 2-931 Albany Highway","","EAST VICTORIA PARK","WA","6101","One Nation","21380","23082","3024","0"
"2005-2006","Pauline Hanson's One Nation","PO Box 136","","PINKENBA","QLD","4008","One Nation","10723","27046","0","0"
"2005-2006","People Power","PO Box 159","","YARRAVILLE","VIC","3013","","7795","534","0","0"
"2005-2006","Progressive Labour Party","PO Box 578","","BUNBURY","WA","6230","","2115","2561","0","0"
"2005-2006","Progressive Labour Party - WA Branch","PO Box 578","","BUNBURY","WA","6230","","176","0","0","0"
"2005-2006","Queensland Greens","PO Box 5763","","WEST END","QLD","4101","The Greens","33240","128683","0","0"
"2005-2006","Republican Party of Australia","PO Box 843","","CASTLE HILL","NSW","1765","","47380","47248","7457","0"
"2005-2006","Socialist Alliance","PO Box A2323","","SYDNEY SOUTH","NSW","1235","","26817","31568","11624","0"
"2005-2006","Socialist Alliance - Victoria","15 Thomas Street","","HEATHCOTE","VIC","3523","","13213","13268","10098","0"
"2005-2006","Socialist Alliance (ACT)","PO Box 196","","CANBERRA CITY","ACT","2601","","963","870","766","0"
"2005-2006","Socialist Alliance (NSW)","PO Box A2323","","SYDNEY SOUTH","NSW","1235","","10017","11571","7542","0"
"2005-2006","Socialist Alliance (SA)","GPO Box 781","","ADELAIDE GPO PRIVATE BOXES","SA","5001","","1963","2503","258","0"
"2005-2006","Socialist Alliance (WA)","PO Box 204","","NORTHBRIDGE PRIVATE BOXES","WA","6865","","4795","4832","764","0"
"2005-2006","Socialist Alliance NT","GPO Box 1943","","DARWIN GPO PRIVATE BOXES","NT","0801","","4280","4320","0","0"
"2005-2006","Socialist Alliance Queensland","PO Box 1247","","FORTITUDE VALLEY","QLD","4006","","3176","3005","980","0"
"2005-2006","Socialist Alliance Tasmania","PO Box 115","","NORTH HOBART PRIVATE BOXES","TAS","7002","","1327","1601","1049","0"
"2005-2006","Tasmania First Party","9/26 Tasman Hwy","","WAVERLEY","TAS","7250","","989","3290","0","0"
"2005-2006","The Aged and Disability Pensioners Party","4/74 McIvor Road","","BENDIGO","VIC","3550","","0","0","0","0"
"2005-2006","The Australian Greens - Victoria","GPO Box 4589","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","The Greens","389378","542350","63041","0"
"2005-2006","The Australian Shooters Party","PO Box 376","","BAULKHAM HILLS","NSW","1755","","1350","300","0","0"
"2005-2006","The Fishing Party","11 Watts Close","","SINGLETON","NSW","2330","","350","888","0","0"
"2005-2006","The Fishing Party QLD","14 Arena Close","","BAYVIEW HEIGHTS","QLD","4868","","8215","7857","11087","0"
"2005-2006","The Greens (WA) Inc","91/215 Stirling Street","","PERTH","WA","6000","The Greens","152351","130132","5523","0"
"2005-2006","The Greens NSW","PO Box 48","","BROADWAY","NSW","2007","The Greens","403989","379384","9356","0"
"2005-2006","Young National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","0","99","0","0"
"2004-2005","Advance Australia Party","1/41 Market Street","","WOLLONGONG","NSW","2500","","31","120","0","0"
"2004-2005","Australian Democrats","PO Box 573","","GOODWOOD","SA","5034","Democrats","372598","676596","52872","0"
"2004-2005","Australian Democrats ACT Division","PO Box 4070","","KINGSTON","ACT","2604","Democrats","18478","48387","0","0"
"2004-2005","Australian Democrats NSW Division","PO Box 16","","ROZELLE","NSW","2039","Democrats","91666","126637","189070","0"
