"Event","Return Type (Candidate/Senate Group)","Name","Total Electoral Expenditure","Broadcasting Cost","Publishing Cost","Display Ad Cost","Direct Mailing","Campaign Material Costs","Opinion Polls"
"2019 Federal election","Candidate","CRESTANI, Rosalie Bianca","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CREWTHER, Christopher John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CROOK, Michael Alan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CROSBY, Sam P","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CROSSMAN, Carolyn Joy","11673","0","0","0","0","0","0"
"2019 Federal election","Candidate","CROUCH, Larry Edward","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CROWE, Scott Matthew","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CRUZ, James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CUDA, Angelo","3000","0","0","0","0","0","0"
"2019 Federal election","Candidate","CULLETON, Rodney Norman","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CULLITY, Judith Ann","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CURRAN, Laura Aberdeen","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CURRIE, Bronwyn Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","CURTIS, Simon Elliott","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DALE, Michael John","2300","0","0","0","0","0","0"
"2019 Federal election","Candidate","DALY, Suzanne Michelle","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DARKO, Christopher James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DARLINGTON, Julie Ann Patricia","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVE, Hemant Sureshchandra","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVEY, Perin McGregor","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVEY, Wendy Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIDSON, Emma-Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIES, Gary","99","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIES, Graham John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIES, Paul","1200","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIES, Richard Alan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIS, Jan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIS, John Michael","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIS, Johnathan Reginald","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DAVIS, Kenneth Charles","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","de ABEL, Paul","200","0","0","0","0","0","0"
"2019 Federal election","Candidate","de BHALDRAITHE, Tomas Emmet","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DE MAINE, Gregory John","3000","0","0","0","0","0","0"
"2019 Federal election","Candidate","De VENDRE, Divvi","10436","0","0","0","0","0","0"
"2019 Federal election","Candidate","DEAN, Duncan Robert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DEBENHAM, Nicholas Barry","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DEEGAN, Patrick David","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DEJUN, Simone Elizabeth","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","D'ELIA, Steven","1920","0","0","0","0","0","0"
"2019 Federal election","Candidate","DELLO-IACOVO, Michael Armando","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DENISON, Tanya Marie","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DESSI, Jay Michael Jean","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DEVINCENTIS, Nicole","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DI NOIA, Nathan Benjamin","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DICK, Dugald Milton","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DICKS, Maxwell John","7940","0","0","0","0","0","0"
"2019 Federal election","Candidate","DICKSON, Mark James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DICKSON, Steven Lance","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DIXON, Jamie Richard Chilcott","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOBBY, Ian Richard","3785","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOBRAN, Anthony","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DODSON, Patrick Lionel","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOENSEN, Allan Adrian","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOIG, Jonathan Peter","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DONNELLY, Matthew","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DORIAN, Angela Mary","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DORIAN, Peter Julian David","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOUGLAS, Karen Louise","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOUSKOU, Fiona","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOWLAND, Helen Lorraine","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOWLING, Greg Ian","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOWNER, Georgina Mary Beatrice","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DOYLE, Graeme Barry","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DRABSCH, Kieran Philip","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DRAGONE, Gianluca Antonio","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DRAKE-BROCKMAN, Matthew Paul","2604","0","0","0","0","0","0"
"2019 Federal election","Candidate","DREGER, Harald Edmund","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DREYFUS, Mark Alfred","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DRUM, Damian Kevin","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DRURY, Jewell","8495","0","0","0","0","0","0"
"2019 Federal election","Candidate","Du PREEZ, Wesley Jerome","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DUCKER, Helen Nance","462","0","0","0","0","0","0"
"2019 Federal election","Candidate","DUDLEY, Todd William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DUNCAN, Cindy Anne","4000","0","0","0","0","0","0"
"2019 Federal election","Candidate","DUNCAN, Mark Stuart","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DUNCAN, Michelle Catherine","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DURANT, Tamara Lee","3112","0","0","0","0","0","0"
"2019 Federal election","Candidate","DUTTON, Peter Craig","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DWYER, Timothy Joseph","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","DYSON, Alexander Edward","5525","0","0","0","0","0","0"
"2019 Federal election","Candidate","EARLEY, Braedon Greer","3500","0","0","0","0","0","0"
"2019 Federal election","Candidate","EATHER, Darren Keith","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ECKERMANN, Karen Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","EDGAR, William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","EDGECOMBE, Jacqueline","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","EDWARDS, Helen Maxine","164","0","0","0","0","0","0"
"2019 Federal election","Candidate","EDWARDS, Lauren Kim","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","EILOLA, Garry Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ELLIOT, Maria Justine","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ELLIS, Mark John Edward","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ELLIS, Raelene Ann","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ELLSMORE, Sylvie Gale","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ELLUL, Joseph Kevin","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","EMANUEL, Kamala Jane","200","0","0","0","0","0","0"
"2019 Federal election","Candidate","ENTSCH, Warren George","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ERSKINE, Aaron David","4360","0","0","0","0","0","0"
"2019 Federal election","Candidate","ERSKINE, Ian James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","ETHERIDGE, Susan Edith","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","EVANS, Trevor Mark","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","EVERARD, Narelle Fleur","1822","0","0","0","0","0","0"
"2019 Federal election","Candidate","FAIRBAIRN, Jason Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FAITH, Elida Mary","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FALINSKI, Jason","3400","0","0","0","0","0","0"
"2019 Federal election","Candidate","FALZON, Frank John","3332","0","0","0","0","0","0"
"2019 Federal election","Candidate","FARAJ, Hussein","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FARDELL, Nicholas Raymond","5000","0","0","0","0","0","0"
"2019 Federal election","Candidate","FARRAWAY, Samuel Jacob","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FARRELL, Matthew James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FARUQI, Mehreen Saeed","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FAULKNER, Therese Mary","4454","0","0","0","0","0","0"
"2019 Federal election","Candidate","FAWCETT, David Julian","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FEENEY, Scott Daniel","3396","0","0","0","0","0","0"
"2019 Federal election","Candidate","FELS, Anthony James","3300","0","0","0","0","0","0"
"2019 Federal election","Candidate","FENELEY, Michael Patrick","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FERGUSON, Ian Maurice","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FERNANDEZ, Christopher Neil","1800","0","0","0","0","0","0"
"2019 Federal election","Candidate","FIEDLER, Ronald Joseph","3000","0","0","0","0","0","0"
"2019 Federal election","Candidate","FINCH, Adam Gaynor","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FIRMAN, Ronald Leigh","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FITZGIBBON, Joel Andrew","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FITZPATRICK, Peter John","1711","0","0","0","0","0","0"
"2019 Federal election","Candidate","FLANAGAN, John Edward","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FLANAGAN, Robert John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FLANNERY, Francis John","7042","0","0","0","0","0","0"
"2019 Federal election","Candidate","FLETCHER, Paul William","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FLINT, Nicolle Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FLITCROFT, Simon Edward Frank","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FLYNN, Peter Maurice","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FOLEY, Richard Kevin","5000","0","0","0","0","0","0"
"2019 Federal election","Candidate","FORBES, Amber Amelia","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FORSTER, Robert James","2600","0","0","0","0","0","0"
"2019 Federal election","Candidate","FORSYTH, Guy Vincent John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FOSKEY, Deborah Jane","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FOWLER, Neville John","3006","0","0","0","0","0","0"
"2019 Federal election","Candidate","FOX, Rodney Allan","3700","0","0","0","0","0","0"
"2019 Federal election","Candidate","FOZARD, Michael Stewart","12400","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRAME, Nigel Robert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRANCE, Allison","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRANCIS, Zeeshan Philip","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRANKLIN, Terri Ann","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRASER, Matthew John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRASER-ADAMS, Susan","12580","0","0","0","0","0","0"
"2019 Federal election","Candidate","FREELANDER, Michael Randolph","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FREEMAN, Jody Leanne","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FREEMAN, Karla Jane","74","0","0","0","0","0","0"
"2019 Federal election","Candidate","FREEMAN, Nicole Elizabeth","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FREILICH, David John","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRENCH, Thomas","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FRYDENBERG, Joshua Anthony","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FULCO, Angela","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","FULLER, Brett Stephen","1570","0","0","0","0","0","0"
"2019 Federal election","Candidate","FURNESS, Peter James","6303","0","0","0","0","0","0"
"2019 Federal election","Candidate","FUSCO, Phillip Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GAFFY, Sean Gordon","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GALLACHER, Alexander McEachian","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GALLAGHER, Katherine Ruth","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GALLAGHER, Michael Patrick","4655","0","0","0","0","0","0"
"2019 Federal election","Candidate","GALLAHER, Graham","21291","0","0","0","0","0","0"
"2019 Federal election","Candidate","GAMBIAN, Christopher Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GAME, Jennifer Julie","26000","0","0","0","0","0","0"
"2019 Federal election","Candidate","GAME-LOPATA, Jennifer Mary","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GANLEY, Kathryn Anne","66728","0","0","0","0","0","0"
"2019 Federal election","Candidate","GARAD, Rhonda","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GARLAND, Craig Anthony","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GASTON, Jacqulyn Gladys","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GAYED, Sam","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GAYNOR, Kevin Joseph","4501","0","0","0","0","0","0"
"2019 Federal election","Candidate","GEE, Andrew Robert","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GENT, James Bryan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GENTLE, Yvonne Lorraine","800","0","0","0","0","0","0"
"2019 Federal election","Candidate","GEORGANAS, Steven","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GEORGANTIS, Steven","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GEORGIOU, Panagiotis","6572","0","0","0","0","0","0"
"2019 Federal election","Candidate","GERANTONIS, Paul","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GERHARDY, Saskia Petronella","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GHOSH, Varun Nagarajan","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GHULAM, Hassan","9420","0","0","0","0","0","0"
"2019 Federal election","Candidate","GICHUHI, Lucy Muringo","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GILBERT, Francis Anthony","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GILES, Andrew James","0","0","0","0","0","0","0"
"2019 Federal election","Candidate","GILL, Denis John","0","0","0","0","0","0","0"
